"識別碼","filename","unz","imbiau"
1468,"blwr01467","馬克思主義","ma4_kik7_su1_zu4_qi2"
1469,"blwr01468","負zit個責任","hu2_zit7_e5_zik7_rim2"
1470,"blwr01469","注音輸入法","zu3_im1_su1_rip6_huat7"
1471,"blwr01470","有zit個條件","u2_zit7_e5_diau5_giann2"
1472,"blwr01471","台灣新文學","dai5_uan5_sin1_vun5_hak6"
1473,"blwr01472","心情轉播站","sim1_zing5_zuan4_bor3_zam2"
1474,"blwr01473","中央健保局","diong1_iang1_gen2_bor4_giok6"
1475,"blwr01474","女性新天地","lu4_sing3_sin1_ten1_de2"
1476,"blwr01475","大東亞戰爭","dua2_dang1_a1_zen3_zing1"
1477,"blwr01476","上第一基本","siong2_de2_it7_gi1_bun4"
1478,"blwr01477","三七二十一","sann1_cit7_li2_zap6_it7"
1479,"blwr01478","二十四小時","qi2_zap6_si3_sior4_si5"
1480,"blwr01479","一個創作者","zit6_e5_cong3_zok7_zia4"
1481,"blwr01480","一二十年前","it7_ri2_zap6_ni5_zing5"
1482,"blwr01481","m是veh求名","m2_si2_veh7_giu5_ving5"
1483,"blwr01482","ga想倒轉來","ga2_siunn2_dor3_dng4_lai5"
1484,"blwr01483","閹雞工會","iam1_ge1_gang1_hue2"
1485,"blwr01484","觀前顧後","guan1_zing5_go3_au2"
1486,"blwr01485","讀一下仔","tak6_zit6_e2_a4"
1487,"blwr01486","聽ho清楚","tiann1_ho2_cing1_cor4"
1488,"blwr01487","黨外雜誌","dong4_qua2_zap6_zi3"
1489,"blwr01488","競選總部","ging2_suan4_zong4_bo2"
1490,"blwr01489","難以形容","lan5_i4_hing5_iong5"
1491,"blwr01490","關渡大橋","guan1_do2_dua2_gior5"
1492,"blwr01491","關門大吉","guainn1_mng5_dai2_get7"
1493,"blwr01492","藝文消息","qe2_vun5_siau1_sit7"
1494,"blwr01493","攏顛倒無","long4_den1_dor4_vor5"
1495,"blwr01494","攏ho餓著","long4_ho2_qor2_diorh6"
1496,"blwr01495","歸年tang天","gui1_ni5_tang4_tinn1"
1497,"blwr01496","擲ui壁去","dan3_ui5_biah7_ki3"
1498,"blwr01497","環境污染","kuan5_ging4_u1_riam4"
1499,"blwr01498","錦上添花","gim4_siong2_tiam1_hua1"
1500,"blwr01499","謀財害命","vo5_zai5_hai2_mia2"
1501,"blwr01500","親ziann五十","cin1_ziann5_qo2_zap6"
1502,"blwr01501","蕃薯之聲","han1_zi5_zi1_siann1"
1503,"blwr01502","積少成多","zik7_ziorh6_sing5_do1"
1504,"blwr01503","奮力一衝","hun3_lik6_it7_ciong1"
1505,"blwr01504","編採評論","ben1_cai4_bing5_lun2"
1506,"blwr01505","熱線電話","ret6_suann3_den2_ue2"
1507,"blwr01506","寫檢舉函","sia4_giam4_gi4_ham5"
1508,"blwr01507","閣卡重要","gorh7_kah7_diong2_iau3"
1509,"blwr01508","輕傷害罪","kin1_siong1_hai2_zue2"
1510,"blwr01509","蒙太奇式","vong5_tai3_gi5_sik7"
1511,"blwr01510","種豆得豆","zing4_dau2_dit7_dau2"
1512,"blwr01511","監督不週","gam3_dok7_but7_ziu1"
1513,"blwr01512","鼓勵人去","go4_le2_lang5_ki3"
1514,"blwr01513","電子媒體","den2_zu4_mui5_te4"
1515,"blwr01514","過街老鼠","gue3_ge1_niau4_ci4"
1516,"blwr01515","路邊攤仔","lo2_binn1_dann3_a4"
1517,"blwr01516","群魔亂舞","gun5_mo5_luan2_vu4"
1518,"blwr01517","萬有引力","van2_iu4_in4_lik6"
1519,"blwr01518","愛保持diau","ai3_bor4_ci5_diau5"
1520,"blwr01519","嫁查某囝","ge3_za1_vo4_giann4"
1521,"blwr01520","順手牽牛","sun2_ciu4_kan1_qu5"
1522,"blwr01521","雲南白葯","hun5_lam5_beh6_iorh6"
1523,"blwr01522","開真濟錢","kai1_zin1_ze2_zinn5"
1524,"blwr01523","睏未落眠","kun3_ve2_lorh6_vin5"
1525,"blwr01524","登山消息","ding1_san1_siau1_sit7"
1526,"blwr01525","無啥會曉","vor5_siann4_e2_hiau4"
1527,"blwr01526","無理取鬧","vor5_li4_cu4_nau2"
1528,"blwr01527","敢m是leh","gam4_m2_si2_leh7"
1529,"blwr01528","備受關切","bi2_siu2_guan1_cet7"
1530,"blwr01529","鹿耳門港","lok6_ni4_vun5_gang4"
1531,"blwr01530","頂禮拜四","ding4_le4_bai3_si3"
1532,"blwr01531","蚵仔麵線","or5_a4_mi2_suann3"
1533,"blwr01532","統一發票","tong4_it7_huat7_pior3"
1534,"blwr01533","第二部份","de2_qi2_bo2_hun2"
1535,"blwr01534","第一句話","de2_it7_gu3_ue2"
1536,"blwr01535","救護人員","giu3_ho2_rin5_quan5"
1537,"blwr01536","掩kam起來","am1_kam4_ki4_lai5"
1538,"blwr01537","掠鬼大隊","liah6_gui4_dai2_dui2"
1539,"blwr01538","徙來徙去","sua4_lai5_sua4_ki3"
1540,"blwr01539","得心應手","dik7_sim1_ing3_ciu4"
1541,"blwr01540","基隆客運","ge1_lang5_keh7_un2"
1542,"blwr01541","做會落去","zor3_e2_lorh6_ki3"
1543,"blwr01542","高瞻遠矚","gor1_zan1_uan4_siok6"
1544,"blwr01543","特種營業","dik6_ziong4_ing5_qiap6"
1545,"blwr01544","烏目睭箍","o1_vak6_ziu1_ko1"
1546,"blwr01545","烏天暗地","o1_tinn1_am3_de2"
1547,"blwr01546","核安二號","hik6_an1_ri2_hor2"
1548,"blwr01547","恐怖時代","kiong4_bo3_si5_dai2"
1549,"blwr01548","弱勢團體","riok6_se3_tuan5_te4"
1550,"blwr01549","家破人亡","ga1_por3_rin5_vong5"
1551,"blwr01550","厝邊頭尾","cu3_binn1_tau5_vue4"
1552,"blwr01551","原主唱人","quan5_zu4_ciunn3_lin5"
1553,"blwr01552","風飛了了","hong1_bue1_liau4_liau4"
1554,"blwr01553","紅蔥仔頭","ang5_cang1_a4_tau5"
1555,"blwr01554","政經人脈","zing3_ging1_lang5_meh6"
1556,"blwr01555","政治立場","zing3_di2_lip6_diunn5"
1557,"blwr01556","非同小可","hui1_dong5_sior4_kor4"
1558,"blwr01557","物價波動","vut6_ge3_por1_dong2"
1559,"blwr01558","防癌保險","hong5_qam5_bor4_hiam4"
1560,"blwr01559","巡迴演出","sun5_hue5_en4_cut7"
1561,"blwr01560","自立暗報","zu2_lip6_am3_bor3"
1562,"blwr01561","老年給付","lau2_len5_gip7_hu3"
1563,"blwr01562","有二個孔","u2_nng2_e5_kang1"
1564,"blwr01563","年深日久","ni5_cim1_qit6_gu4"
1565,"blwr01564","安身立命","an1_sin1_lip6_ving2"
1566,"blwr01565","地方派系","de2_hng1_pai3_he2"
1567,"blwr01566","全羅馬字","zuan5_lor5_ma4_qi2"
1568,"blwr01567","先聲奪人","sen1_siann1_duat6_rin5"
1569,"blwr01568","先領ho好","sing1_nia4_ho2_hor4"
1570,"blwr01569","交流路口","gau1_liu5_lo2_kau4"
1571,"blwr01570","生日快樂","senn1_rit6_kuai3_lok6"
1572,"blwr01571","平均地權","bing5_gin1_due2_kuan5"
1573,"blwr01572","四肢無力","su3_gi1_vor5_lat6"
1574,"blwr01573","四季如春","su3_gui3_ru5_cun1"
1575,"blwr01574","令人歡喜","ling2_qin5_huann1_hi4"
1576,"blwr01575","月友牌子","quat6_iu4_bai5_zu4"
1577,"blwr01576","反反覆覆","huan4_huan4_hok7_hok7"
1578,"blwr01577","子宮下垂","zu4_giong1_ha2_sue5"
1579,"blwr01578","三界娘仔","sam1_gai3_niu5_a4"
1580,"blwr01579","三十四個","sann1_zap6_si3_e5"
1581,"blwr01580","十二點鐘","zap6_ri2_diam4_zing1"
1582,"blwr01581","二百外坪","nng2_bah7_qua2_benn5"
1583,"blwr01582","二千外個","nng2_cing1_qua2_e5"
1584,"blwr01583","二十五年","qi2_zap6_qo2_ni5"
1585,"blwr01584","二十九個","li2_zap6_gau4_e5"
1586,"blwr01585","一點一滴","zit6_diam4_zit6_dih7"
1587,"blwr01586","一二十個","it7_ri2_zap6_e5"
1588,"blwr01587","m免講a","m2_ven4_gong4_a3"
1589,"blwr01588","in小妹仔","in1_sior4_muai2_a4"
1590,"blwr01589","hit當陣仔","hit7_dang1_zun2_a4"
1591,"blwr01590","爌土窯","kong4_to4_ior5"
1592,"blwr01591","搥胛脊","dui5_ka1_ziah7"
1593,"blwr01592","徛leh看","kia2_leh7_kuann3"
1594,"blwr01593","囡仔伴","qin4_a4_puann2"
1595,"blwr01594","驗有無","qiam2_u2_vor5"
1596,"blwr01595","疊羅漢","diap6_lor5_han3"
1597,"blwr01596","鶴佬話","horh6_lor4_ue2"
1598,"blwr01597","驅逐艦","ku1_diok6_gam3"
1599,"blwr01598","鐵算盤","tih7_sng3_buann5"
1600,"blwr01599","續落來","suah6_lorh6_lai5"
1601,"blwr01600","纏繞莖","dinn5_riau4_ging1"
1602,"blwr01601","鹹水湖","giam5_zui4_o5"
1603,"blwr01602","觸覺器","ciok7_gak7_ki3"
1604,"blwr01603","蘇維埃","so1_ui5_ai1"
1605,"blwr01604","寶塔詩","bor4_tah7_si1"
1606,"blwr01605","關仔嶺","guan1_na4_nia4"
1607,"blwr01606","譜兄弟","po4_hiann1_di2"
1608,"blwr01607","藝術品","qe2_sut6_pin4"
1609,"blwr01608","羅星塔","lor5_sing1_dah7"
1610,"blwr01609","爆炸物","pok6_za2_vut6"
1611,"blwr01610","鵝掌草","qia5_ziang4_cau4"
1612,"blwr01611","鵝毛被","qia5_mo5_pue2"
1613,"blwr01612","魏武帝","qui2_vu4_de3"
1614,"blwr01613","雞母皮","ge1_vor4_pue5"
1615,"blwr01614","雞毛尾","ge1_mng5_ve4"
1616,"blwr01615","雙耳鼎","siang1_hinn2_diann4"
1617,"blwr01616","聶伯河","liap6_bik7_hor5"
1618,"blwr01617","斷腸草","duan2_ciang5_cau4"
1619,"blwr01618","雖然講","sui1_ren5_gong4"
1620,"blwr01619","避賢路","piah7_hen5_lo2"
1621,"blwr01620","謙受益","kiam1_siu2_ik7"
1622,"blwr01621","薛仁貴","sih7_rin5_gui3"
1623,"blwr01622","薄荷腦","borh6_hor5_nau4"
1624,"blwr01623","薄笨車","borh6_bun2_cia1"
1625,"blwr01624","總協定","zong4_hiap6_ding2"
1626,"blwr01625","縮縮酒","sok7_sok7_ziu4"
1627,"blwr01626","檀香山","duann5_hiunn1_suann1"
1628,"blwr01627","頭殼巧","tau5_kak7_kiau4"
1629,"blwr01628","鋼筆板","gng3_bit7_ban4"
1630,"blwr01629","貓鼻頭","niau1_pinn2_tau5"
1631,"blwr01630","糖蘿蔔","tng5_lor5_bok6"
1632,"blwr01631","擔任著","dam1_rim2_diorh6"
1633,"blwr01632","學上手","orh6_ziunn2_ciu4"
1634,"blwr01633","鄭芝龍","denn2_zi1_liong5"
1635,"blwr01634","踏煞車","da2_sat7_cia1"
1636,"blwr01635","踢踏舞","tat7_da2_vu4"
1637,"blwr01636","豬頭肥","du1_tau5_pue5"
1638,"blwr01637","請各位","ciann4_gok7_ui2"
1639,"blwr01638","蓬來米","pong5_lai5_vi4"
1640,"blwr01639","緣就浮","en5_dorh6_pu5"
1641,"blwr01640","窮碗箸","king5_uann4_di2"
1642,"blwr01641","稻熱病","diu2_let6_benn2"
1643,"blwr01642","盤古氏","puan5_go4_si2"
1644,"blwr01643","澎湖人","penn5_o5_lang5"
1645,"blwr01644","潛水艇","cen4_zui4_ting4"
1646,"blwr01645","歎詞說","tan3_su5_suat7"
1647,"blwr01646","歐巴桑","o1_va1_sang4"
1648,"blwr01647","標準鐘","biau1_zun4_zng1"
1649,"blwr01648","樞密院","ku1_vit6_inn2"
1650,"blwr01649","噴出岩","pun3_cut7_qiam5"
1651,"blwr01650","嘴箍cuah","cui3_ko1_cuah7"
1652,"blwr01651","嘴開開","cui3_kui1_kui1"
1653,"blwr01652","酸抽痛","sng1_tiu1_tiann3"
1654,"blwr01653","趙蓮菊","dior2_len5_giok7"
1655,"blwr01654","說多謝","sueh7_dor1_sia2"
1656,"blwr01655","蒲葵扇","bo5_kue5_sinn3"
1657,"blwr01656","維他命","ui5_tann1_ving2"
1658,"blwr01657","維也納","ui5_ia4_lap6"
1659,"blwr01658","撇過來","pet7_gue3_lai5"
1660,"blwr01659","夢見著","vang2_ginn3_diorh6"
1661,"blwr01660","雷達網","lui5_dat6_vang2"
1662,"blwr01661","農業品","long5_qiap6_pin4"
1663,"blwr01662","蛾眉月","ngo5_vi5_queh6"
1664,"blwr01663","腦貧血","nau4_bin5_het7"
1665,"blwr01664","節目組","zet7_vok6_zo1"
1666,"blwr01665","萬事休","van2_su2_hiu1"
1667,"blwr01666","碰米香","bong2_vi4_pang1"
1668,"blwr01667","痱仔粉","bui3_a4_hun4"
1669,"blwr01668","照按呢","ziau3_an3_ne1"
1670,"blwr01669","楊梅瘡","iunn5_mui5_cng1"
1671,"blwr01670","楚莊王","co4_zong1_ong5"
1672,"blwr01671","會去拾","e2_ki3_kiorh7"
1673,"blwr01672","新婦仔","sim1_bu2_a4"
1674,"blwr01673","愛讀冊","ai3_tak6_ceh7"
1675,"blwr01674","黑卒仔","o1_zut7_a4"
1676,"blwr01675","黑名單","o1_mia5_duann1"
1677,"blwr01676","黃粟留","ng5_cik7_liu5"
1678,"blwr01677","黃包車","uinn5_bau1_cia1"
1679,"blwr01678","飯丸攤","bng2_uan5_dann1"
1680,"blwr01679","集ua來","zip6_ua4_lai5"
1681,"blwr01680","雅恩德","qa4_un1_dik7"
1682,"blwr01681","雅典那","nga4_den4_na4"
1683,"blwr01682","間歇熱","gan1_hiorh7_qet6"
1684,"blwr01683","間歇熱","gan1_hiorh7_luah6"
1685,"blwr01684","量日表","liang5_lit6_bior4"
1686,"blwr01685","費唇舌","hui3_dun5_zih6"
1687,"blwr01686","硬獨吞","nge2_dok6_tun1"
1688,"blwr01687","無賴漢","vor5_lua2_han3"
1689,"blwr01688","無否定","vor5_honn4_ding2"
1690,"blwr01689","無出門","vor5_cut7_mng5"
1691,"blwr01690","森林法","som1_lim5_huat7"
1692,"blwr01691","麻六甲","mua5_liok6_gah7"
1693,"blwr01692","頂腹蓋","ding4_bak7_gua3"
1694,"blwr01693","郭明崑","gueh7_ming5_kun1"
1695,"blwr01694","造肝血","zor2_guann1_hueh7"
1696,"blwr01695","逐個好","dak6_e5_hor4"
1697,"blwr01696","蛇葡萄","zua5_por5_tor5"
1698,"blwr01697","眼巴巴","qan4_ba1_ba1"
1699,"blwr01698","淮陰侯","huai5_im1_hior5"
1700,"blwr01699","掃帚星","sau3_ciu4_cenn1"
1701,"blwr01700","掩埋隊","iam4_vai5_dui2"
1702,"blwr01701","接骨師","ziap7_gut7_sai1"
1703,"blwr01702","寄託著","gia3_tok7_diorh6"
1704,"blwr01703","勘誤表","kam1_ngo2_bior4"
1705,"blwr01704","偏偏仔","pen1_pen1_a2"
1706,"blwr01705","退水閘","te3_zui4_zah6"
1707,"blwr01706","衰變鏈","suai1_ben3_len2"
1708,"blwr01707","缺席決","kuat7_sik6_guat7"
1709,"blwr01708","紙尿布","zua4_rior2_bo3"
1710,"blwr01709","笑啊笑","cior3_a1_cior3"
1711,"blwr01710","真歡迎","zin1_huan1_qing5"
1712,"blwr01711","真好額","zin1_hor4_qiah6"
1713,"blwr01712","疼惜著","tiann3_siorh7_diorh6"
1714,"blwr01713","涉禽類","siap7_kim5_lui2"
1715,"blwr01714","格林砲","gik7_lim5_pau3"
1716,"blwr01715","差別費","ca1_bet6_hui3"
1717,"blwr01716","飛lng機","bue1_lng5_gi1"
1718,"blwr01717","虹吸管","hong5_kip7_gong4"
1719,"blwr01718","茅仔根","hm5_a4_gin1"
1720,"blwr01719","胃擴張","ui2_kok7_diang1"
1721,"blwr01720","紅zau肉","ang5_zau1_vah7"
1722,"blwr01721","研習營","qen4_sip6_iann5"
1723,"blwr01722","柔順性","qiu5_sun2_sing3"
1724,"blwr01723","恬恬啦","diam2_diam2_la3"
1725,"blwr01724","後龍溪","au2_liong5_ke1"
1726,"blwr01725","姜太公","giang1_tai3_gong1"
1727,"blwr01726","削一半","siah7_zit6_buann3"
1728,"blwr01727","俏皮話","ciau3_pi5_ue2"
1729,"blwr01728","青仔欉","cinn1_a4_zang5"
1730,"blwr01729","雨傘節","ho2_suann3_zat7"
1731,"blwr01730","空空空","kang1_kang1_kang1"
1732,"blwr01731","放憨憨","bang3_qong2_qong2"
1733,"blwr01732","拆落來","tiah7_lorh6_lai5"
1734,"blwr01733","拍警察","pah7_ging4_cat7"
1735,"blwr01734","拍結球","pah7_gat7_giu5"
1736,"blwr01735","奈何橋","nai2_hor5_gior5"
1737,"blwr01736","刺皮鞋","ciah7_pe5_ue5"
1738,"blwr01737","乖乖仔","guai1_guai1_a4"
1739,"blwr01738","阮老父","qun4_lau2_be2"
1740,"blwr01739","足惡毒","zok7_ok7_dok6"
1741,"blwr01740","足歹越","ziok7_painn4_uat6"
1742,"blwr01741","抑閣有","iah7_gorh7_u2"
1743,"blwr01742","尿道炎","qior2_dor2_iam2"
1744,"blwr01743","尿道炎","lior2_dor2_iam2"
1745,"blwr01744","別項物","bat6_hang2_mih6"
1746,"blwr01745","作出來","zorh7_cut7_lai5"
1747,"blwr01746","羊齒類","ionn5_ki4_lui2"
1748,"blwr01747","竹仔湖","dik7_a4_o5"
1749,"blwr01748","有障礙","u2_ziang3_qai2"
1750,"blwr01749","有卡闊","u2_kah7_kuah7"
1751,"blwr01750","尖銳化","ziam1_lue2_hua3"
1752,"blwr01751","好怨恨","hor4_uan3_hin2"
1753,"blwr01752","合格率","hap6_geh7_lut6"
1754,"blwr01753","立脫爾","lip6_tuat7_ni4"
1755,"blwr01754","田舍奴","can5_sia3_no5"
1756,"blwr01755","四五個","si3_qo2_e5"
1757,"blwr01756","去排斥","ki3_bai5_tik7"
1758,"blwr01757","包括著","bau1_guah7_diorh6"
1759,"blwr01758","月旦評","qeh6_dan3_ping5"
1760,"blwr01759","天不怕","ten1_but7_pann3"
1761,"blwr01760","三日節","sann1_rit6_zeh7"
1762,"blwr01761","入場券","rip6_dionn5_guan3"
1763,"blwr01762","veh去hia","veh7_ki3_hia1"
1764,"blwr01763","vesiunn熱","ve2_siunn1_ruah6"
1765,"blwr01764","sehseh咧","seh6_seh6_leh7"
1766,"blwr01765","sak車仔","sak7_cia1_a4"
1767,"blwr01766","qau讀冊","qau5_tak6_ceh7"
1768,"blwr01767","putput跳","put6_put6_tiau3"
1769,"blwr01768","pui嘴nua","pui3_cui3_nua2"
1770,"blwr01769","pak土腳","pak7_to5_ka1"
1771,"blwr01770","moh石頭","moh7_ziorh6_tau5"
1772,"blwr01771","lak一lak","lak6_zit6_lak6"
1773,"blwr01772","hip出來","hip7_cut7_lai5"
1774,"blwr01773","hiahniha","hiah7_nih7_a4"
1775,"blwr01774","ga撒職","ga2_tet7_zit7"
1776,"blwr01775","cue看mai","cue2_kuann3_mai3"
1777,"blwr01776","cua啊cua","cua2_a1_cua2"
1778,"blwr01777","buah歹giau","buah6_painn4_giau4"
1779,"blwr01778","檨仔","suainn2_a4"
1780,"blwr01779","籲請","iok6_ciann4"
1781,"blwr01780","鬱鬱","ut7_ut7"
1782,"blwr01781","鑿目","cak6_vak6"
1783,"blwr01782","鑲di","sionn1_di2"
1784,"blwr01783","纖弱","ciam1_qiok6"
1785,"blwr01784","襲爵","sip6_giak7"
1786,"blwr01785","魔王","mo5_ong5"
1787,"blwr01786","殲滅","siam1_vet6"
1788,"blwr01787","攝葉","liap7_iap6"
1789,"blwr01788","騷擾","sor1_qiau4"
1790,"blwr01789","飄泊","piau1_pik7"
1791,"blwr01790","鐃鈸","na2_buat6"
1792,"blwr01791","攙攙","cam1_cam1"
1793,"blwr01792","懸頭","hen5_tior5"
1794,"blwr01793","勸孝","kng3_hau3"
1795,"blwr01794","礙目","ngai2_vak6"
1796,"blwr01795","攀談","pan1_dam5"
1797,"blwr01796","寵任","tiong4_qim2"
1798,"blwr01797","謬戾","viu2_lik6"
1799,"blwr01798","翻腔","huan1_kiunn1"
1800,"blwr01799","濺沫","zuann2_vuat6"
1801,"blwr01800","薑母","giunn1_vor4"
1802,"blwr01801","舉措","gi4_cok7"
1803,"blwr01802","糜費","mue5_hui3"
1804,"blwr01803","爵服","ziak7_hok6"
1805,"blwr01804","嬰仔","enn1_a4"
1806,"blwr01805","黔突","ken5_kut6"
1807,"blwr01806","默頌","vik6_song3"
1808,"blwr01807","鴨絨","ah7_riong5"
1809,"blwr01808","隨答","sui5_dap7"
1810,"blwr01809","謁見","et7_gen3"
1811,"blwr01810","橫逆","huainn5_qik6"
1812,"blwr01811","養銳","iong4_rue2"
1813,"blwr01812","遮瞞","ria1_mua5"
1814,"blwr01813","遮擋","lia1_dong3"
1815,"blwr01814","賣惡","ve2_ok7"
1816,"blwr01815","衝突","ciong1_tut6"
1817,"blwr01816","蝨蠅","sap7_ing5"
1818,"blwr01817","耦語","ngau2_qi4"
1819,"blwr01818","線索","suann3_sorh7"
1820,"blwr01819","潭腿","tam5_tui4"
1821,"blwr01820","撥弄","puah7_long2"
1822,"blwr01821","精妙","zing1_miau2"
1823,"blwr01822","摘花","diah7_hue1"
1824,"blwr01823","厭惡","iam3_ok7"
1825,"blwr01824","雉雞","ti2_gue1"
1826,"blwr01825","跨灶","kua3_zau3"
1827,"blwr01826","禁煙","gim3_en1"
1828,"blwr01827","業命","qiap6_mia2"
1829,"blwr01828","會合","e2_hah6"
1830,"blwr01829","塊deh","deh7_deh7"
1831,"blwr01830","塗抹","do5_vuah7"
1832,"blwr01831","間隙","gan1_kiah7"
1833,"blwr01832","鄉井","hiang1_zenn4"
1834,"blwr01833","進香","zin3_hionn1"
1835,"blwr01834","裂縫","lih6_pang2"
1836,"blwr01835","菜園","cai3_huinn5"
1837,"blwr01836","絕妙","zuat6_viau2"
1838,"blwr01837","硬度","ngi2_do2"
1839,"blwr01838","焦渴","da1_kat7"
1840,"blwr01839","敢喝","gann4_huah7"
1841,"blwr01840","提餅","teh6_biann4"
1842,"blwr01841","插嘴","cap7_cui3"
1843,"blwr01842","喝彩","hat7_cai4"
1844,"blwr01843","雀戰","ciak7_zen3"
1845,"blwr01844","逐暝","dak6_me5"
1846,"blwr01845","設若","set7_liak6"
1847,"blwr01846","悽悽","ce1_ce1"
1848,"blwr01847","密密","vat7_vat7"
1849,"blwr01848","唱歌","cionn3_gua1"
1850,"blwr01849","退讓","tue3_riang2"
1851,"blwr01850","草坪","cau4_piann5"
1852,"blwr01851","茸茸","qiong5_qiong5"
1853,"blwr01852","缺嘴","kih7_cui3"
1854,"blwr01853","秩滿","det6_vuan4"
1855,"blwr01854","破曉","pua3_hiau4"
1856,"blwr01855","狹窄","eh6_eh6"
1857,"blwr01856","浮薄","pu5_porh6"
1858,"blwr01857","挾leh","ngeh7_leh7"
1859,"blwr01858","弱齡","riak6_ling5"
1860,"blwr01859","弱齡","qiak6_ling5"
1861,"blwr01860","哼唱","hainn1_ciunn3"
1862,"blwr01861","唐突","dong5_dut6"
1863,"blwr01862","茅屋","mau5_ok7"
1864,"blwr01863","約數","iak7_so3"
1865,"blwr01864","穿插","cuan1_cah7"
1866,"blwr01865","秒忽","vior4_hut7"
1867,"blwr01866","相gap","sa1_gap7"
1868,"blwr01867","炭坑","tuann3_kenn1"
1869,"blwr01868","活潑","uah6_puat7"
1870,"blwr01869","歪錢","uai1_zinn5"
1871,"blwr01870","柔韌","riu5_run2"
1872,"blwr01871","阿邑","a1_ip7"
1873,"blwr01872","知影","zainn1_iann4"
1874,"blwr01873","狎獵","ap6_lah6"
1875,"blwr01874","欣暢","him1_tiang3"
1876,"blwr01875","明敏","ving7_min4"
1877,"blwr01876","拖磨","tua1_vua5"
1878,"blwr01877","招貼","zior1_tiap7"
1879,"blwr01878","怯弱","kiak7_qiok6"
1880,"blwr01879","妻妾","ce1_ciap7"
1881,"blwr01880","豆漿","dau2_zionn1"
1882,"blwr01881","良匹","liong5_pit7"
1883,"blwr01882","沃壤","ak7_qiang4"
1884,"blwr01883","沈浸","dim5_zim3"
1885,"blwr01884","坑仔","kinn1_a4"
1886,"blwr01885","吸管","suh7_gong4"
1887,"blwr01886","劫獄","giap7_qak6"
1888,"blwr01887","西乞","se1_kit7"
1889,"blwr01888","血筋","huih7_gin1"
1890,"blwr01889","百王","bah7_ong5"
1891,"blwr01890","曲尺","kiok7_ciorh7"
1892,"blwr01891","旭旭","hiok7_hiok7"
1893,"blwr01892","生cuai","senn1_cuai3"
1894,"blwr01893","可惡","kor4_onn3"
1895,"blwr01894","卯酒","vau4_ziu4"
1896,"blwr01895","半更","buan3_genn1"
1897,"blwr01896","入寇","qip6_kior3"
1898,"blwr01897","vih雨","vih7_ho2"
1899,"blwr01898","siakpa","siak7_pa3"
1900,"blwr01899","kap著","kap6_diorh6"
1901,"blwr01900","hann出","hann1_cut7"
1902,"blwr01901","biak斷","biak7_dng2"
1903,"blwr01902","荽","suinn1"
1904,"blwr01903","虯","kiu5"
1905,"blwr01904","齪","zak7"
1906,"blwr01905","襪","vueh6"
1907,"blwr01906","獺","ta3"
1908,"blwr01907","謬","mio2"
1909,"blwr01908","嚇","heh7"
1910,"blwr01909","餡","ann2"
1911,"blwr01910","頡","ket7"
1912,"blwr01911","樑","nio5"
1913,"blwr01912","撮","cop7"
1914,"blwr01913","撐","tenn1"
1915,"blwr01914","遏","at7"
1916,"blwr01915","節","zueh7"
1917,"blwr01916","跋","bueh6"
1918,"blwr01917","笠","lueh6"
1919,"blwr01918","略","liorh6"
1920,"blwr01919","徙","tuah7"
1921,"blwr01920","狹","ueh6"
1922,"blwr01921","爹","dia1"
1923,"blwr01922","門","vng5"
1924,"blwr01923","羌","gionn1"
1925,"blwr01924","坩","kann1"
1926,"blwr01925","快","kuinn3"
1927,"blwr01926","忌","gih7"
1928,"blwr01927","吶","nah7"
1929,"blwr01928","zuah","zuah6"
1930,"blwr01929","neh","neh7"
1931,"blwr01930","giah","giah7"
1932,"blwr01931","duh","duh7"
1933,"blwr01932","bih","bih7"
1934,"blwr01933","無講你m知","vor5_gong4_li4_m2_zai1"
1935,"blwr01934","桃園縣政府","tor5_hng5_guan2_zing3_hu4"
1936,"blwr01935","事久見人心","su2_gu4_gen3_qin5_sim1"
1937,"blwr01936","有臭酸去無","u2_cau3_sng1_ki3_vor5"
1938,"blwr01937","有音無漢字","u2_im1_vor5_han3_ri2"
1939,"blwr01938","平面幾何學","bing5_vin2_gi4_hor5_hak6"
1940,"blwr01939","台灣鄉土味","dai5_uan5_hiong1_to4_vi2"
1941,"blwr01940","公車專用道","gong1_cia1_zuan1_iong2_dor2"
1942,"blwr01941","大中國主義","dua2_diong1_gok7_zu4_qi2"
1943,"blwr01942","二十四小時","ri2_zap6_si3_sior4_si5"
1944,"blwr01943","二十八公里","li2_zap6_bet7_gong1_li4"
1945,"blwr01944","二十一年前","ri2_zap6_it7_ni5_zing5"
1946,"blwr01945","二十一世紀","qi2_zap6_it7_se3_gi3"
1947,"blwr01946","一點至三點","zit6_diam4_zi3_sann1_diam4"
1948,"blwr01947","a你若閣ga","a2_li4_na2_gorh7_ga2"
1949,"blwr01948","1992年","it6_giu4_giu1_ri5_ni5"
1950,"blwr01949","啥麼關係","siann4_mih7_guan1_he2"
1951,"blwr01950","體制內外","te4_ze3_lai2_qua2"
1952,"blwr01951","驚天動地","giann1_tinn1_dang2_de2"
1953,"blwr01952","讀ve落心","tak6_ve2_lorh6_sim1"
1954,"blwr01953","鐵面無私","tih7_vin2_vu5_su2"
1955,"blwr01954","警察局長","ging4_cat7_giok6_diunn4"
1956,"blwr01955","藝文活動","qe2_vun5_uah6_dong2"
1957,"blwr01956","檳榔樹仔","bin1_nng5_ciu2_a4"
