"識別碼","CHINESE","TAIWANESE","ForPA","TLPA"
55535,"縫紉","鉸剪做","ga1-zen4-zer3","ka1-cian2-co3"
55536,"縫紉","縫紩","bang5-tinn2","pang5-thinn7"
55537,"縫紉機","車仔","cia1-a4","chia1-a2"
55538,"縫紉機","針車","ziam1-cia1","ciam1-chia1"
55539,"縫紉機","做衫仔車","zer3-sann1-a4-cia1","co3-sann1-a2-chia1"
55540,"縫紉機","裁縫車","zai5-hong5-cia1","cai5-hong5-chia1"
55541,"縫補","補紩","bo4-tinn2","poo2-thinn7"
55542,"縫補","縫補","bang5-bo4","pang5-poo2"
55543,"縫隙","空仔縫仔","kang1-a4-pang2-a4","khang1-a2-phang7-a2"
55544,"縫隙","空空縫縫","kang1-kang1-pang2-pang2","khang1-khang1-phang7-phang7"
55545,"縫隙","空縫","kang1-pang2","khang1-phang7"
55546,"縫線斷裂","合線縗去","gap7-suann3-sui1-ki3","kap4-suann3-sui1-khi3"
55547,"縫線斷裂","裂線坐","lih6-suann3-zue2","lih8-suann3-cue7"
55548,"縫線斷裂","斷線綴","dng2-suann3-zue2","tng7-suann3-cue7"
55549,"縫邊線","車邊","cia1-binn1","chia1-pinn1"
55550,"縫邊線","袞邊","gun4-binn1","kun2-pinn1"
55551,"總支出","總開","zong4-kai1","cong2-khai1"
55552,"總平均","總扯","zong4-ce4","cong2-che2"
55553,"總共","共總","gang2-zong4","kang7-cong2"
55554,"總共","計共","ge3-giong2","ke3-kiong7"
55555,"總共","統共","tong4-giong2","thong2-kiong7"
55556,"總共","通共","tong1-giong2","thong1-kiong7"
55557,"總共","總也共也","zong4-a2-giong2-a2","cong2-a7-kiong7-a7"
55558,"總共","總共","zong4-giong2","cong2-kiong7"
55559,"總共","攏共","long4-giong2","long2-kiong7"
55560,"總共","攏總","long4-zong4","long2-cong2"
55561,"總有一天等到你","相拄會凍著","sier1-du4-e2-dang3-dierh6","sio1-tu2-e7-tang3-tioh8"
55562,"總而言之","一百句做一句講","zit6-bah7-gu3-zer3-zit6-gu3-gong4","cit8-pah4-ku3-co3-cit8-ku3-kong2"
55563,"總而言之","總講一句","zong4-gong4-zit6-gu3","cong2-kong2-cit8-ku3"
55564,"總而言之,-言而總之","一百句","zit6-bah7-gu3","cit8-pah4-ku3"
55565,"總而言之,-言而總之","五十雙","gho2-zap6-siang1","goo7-cap8-siang1"
55566,"總角","角鬃","gak7-zang1","kak4-cang1"
55567,"總角","桃仔鬃","ter5-a4-zang1","tho5-a2-cang1"
55568,"總角","總角","zong4-gak7","cong2-kak4"
55569,"總角之交","褪褲膦鬥陣大漢","tng3-ko3-lan2-dau3-din2-dua2-han3","thng3-khoo3-lan7-tau3-tin7-tua7-han3"
55570,"總角之交","總角之交","zong4-gak7-zi1-gau1","cong2-kak4-ci1-kau1"
55571,"總計","合共","hap6-giong2","hap8-kiong7"
55572,"總計","合計","hap6-ge3","hap8-ke3"
55573,"總計","計共","ge3-giong2","ke3-kiong7"
55574,"總計","總計","zong4-ge3","cong2-ke3"
55575,"總計","總籠","zong4-lang4","cong2-lang2"
55576,"總根源","總根頭","zong4-gin1-tau5","cong2-kin1-thau5"
55577,"總得","定著著","diann2-dierh6-derh6","tiann7-tioh8-toh8"
55578,"總得","總著","zong4-dierh6","cong2-tioh8"
55579,"總源頭","總根頭","zong4-gin1-tau5","cong2-kin1-thau5"
55580,"總管","統管","tong4-guan4","thong2-kuan2"
55581,"總管","總管","zong4-guan4","cong2-kuan2"
55582,"總算","總算","zong4-sng3","cong2-sng3"
55583,"總綱","總綱","zong4-gang1","cong2-kang1"
55584,"總樞紐","總根頭","zong4-gin1-tau5","cong2-kin1-thau5"
55585,"總歸一句","一百句做一句講","zit6-bah7-gu3-zer3-zit6-gu3-gong4","cit8-pah4-ku3-co3-cit8-ku3-kong2"
55586,"總歸一句","總講一句","zong4-gong4-zit6-gu3","cong2-kong2-cit8-ku3"
55587,"總攬","總攏","zong4-lang4","cong2-lang2"
55588,"總攬","總搦","zong4-lak6","cong2-lak8"
55589,"縱火","放火","bang3-hue4","pang3-hue2"
55590,"縱令","放據在","bang3-gi3-zai2","pang3-ki3-cai7"
55591,"縱步","伐大步","huah6-dua2-bo2","huah8-tua7-poo7"
55592,"縱步","踜","liong3","liong3"
55593,"縱身","踜身","ling3-sin1","ling3-sin1"
55594,"縱虎歸山,-必有後殃","打蛇不死招後殃","dann4-sia5-but7-su4-ziau1-ho2-iong1","tann2-sia5-put4-su2-ciau1-hoo7-iong1"
55595,"縱虎歸山,-必有後殃","縱虎歸山","ciong3-ho4-gui1-san1","chiong3-hoo2-kui1-san1"
55596,"縱虎歸山,-必有後殃","必有後殃","bit7-iu4-ho2-iong1","pit4-iu2-hoo7-iong1"
55597,"縱容","乘","sing2","sing7"
55598,"縱容","逞乘","ting4-sing2","thing2-sing7"
55599,"縱容","寵乘","tiong4-sing2","thiong2-sing7"
55600,"縱帶笛鯛","赤海","ciah7-hai4","chiah4-hai2"
55601,"縱帶笛鯛","赤筆仔","ciah7-bit7-a4","chiah4-pit4-a2"
55602,"縱帶笛鯛","金雞魚","gim1-ge1-hi5","kim1-ke1-hi5"
55603,"縱帶笛鯛","黃記","ng5-gi3","ng5-ki3"
55604,"縱橫","橫直","huainn5-dit6","huainn5-tit8"
55605,"縱橫交錯","無橫無直","bher5-huainn5-bher5-dit6","bo5-huainn5-bo5-tit8"
55606,"縱橫交錯","經經拐拐","ginn1-ginn1-gue2-gue2","kinn1-kinn1-kue7-kue7"
55607,"縱橫交錯","橫來直去","huainn5-lai5-dit6-ki3","huainn5-lai5-tit8-khi3"
55608,"縱橫捭闔","喝起喝倒","huah7-ki4-huah7-der4","huah4-khi2-huah4-to2"
55609,"縱橫捭闔","喝起喝落","huah7-ki4-huah7-lerh6","huah4-khi2-huah4-loh8"
55610,"繁文縟節","厚枝葉","gau2-gi1-hierh6","kau7-ki1-hioh8"
55611,"繁文贅詞","厚鼻痰瀾","gau2-pinn2-tam5-nua2","kau7-phinn7-tham5-nua7"
55612,"繁忙","無閒cih7cih7","bher5-ing5-cih7-cih7","bo5-ing5-chih4-chih4"
55613,"繁茂","蓊","am2","am7"
55614,"繁衍","生傳","sinn1-tuan5","sinn1-thuan5"
55615,"繁衍","生湠","senn1-tuann3","senn1-thuann3"
55616,"繁衍","湠種","tuann3-zing4","thuann3-cing2"
55617,"繁殖","生傳","senn1-tuinn5","senn1-thuinn5"
55618,"繁殖","生湠","senn1-tuann3","senn1-thuann3"
55619,"繁殖","活","huat6","huat8"
55620,"繁殖","湠","tuann3","thuann3"
55621,"繁殖","湠囝","tuann3-giann4","thuann3-kiann2"
55622,"繁殖","湠種","tuann3-zing4","thuann3-cing2"
55623,"繁殖力強","臭賤","cau3-zen2","chau3-cian7"
55624,"繁殖力強","臭濁","cau3-zok6","chau3-cok8"
55625,"繁殖力強","韌命","lun2-mia2","lun7-mia7"
55626,"繁殖力強","ghau5生湠","ghau5-senn1-tuann3","gau5-senn1-thuann3"
55627,"繁華","鬧熱","lau2-ret6","lau7-jiat8"
55628,"繁榮","發花","huat7-hue1","huat4-hue1"
55629,"繁榮","發彩","huat7-cai4","huat4-chai2"
55630,"繁榮","興","hing1","hing1"
55631,"繁榮昌盛","芋仔好食","o2-a4-her4-ziah6","oo7-a2-ho2-ciah8"
55632,"繁榮昌盛","河溪對額","her5-kenn1-dui3-hiah6","ho5-khenn1-tui3-hiah8"
55633,"繁榮昌盛","河溪對門路","her5-ke1-dui3-mng5-lo2","ho5-khe1-tui3-mng5-loo7"
55634,"繁榮昌盛","也有蕃薯也有芋","ia2-u2-han1-zi5-ia2-u2-o2","ia7-u7-han1-ci5-ia7-u7-oo7"
55635,"繁縷","雞腸草","gue1-dng5-cau4","kue1-tng5-chau2"
55636,"繁縷","鵝仔腸","gher5-a4-dng5","go5-a2-tng5"
55637,"繁縷","鵝腸菜","gher5-dng5-cai3","go5-tng5-chai3"
55638,"罄竹難書","三暝三日講袂完","sann1-me5-sann1-rit6-gong4-bhe2-uan5","sann1-me5-sann1-jit8-kong2-be7-uan5"
55639,"罄竹難書","無罪可擬","bher5-zue2-ker4-ghi4","bo5-cue7-kho2-gi2"
55640,"罄其所有","賣皮當骨","bhe2-pue5-dng3-gut7","be7-phue5-tng3-kut4"
55641,"罅隙","必穿","bit7-cng1","pit4-chng1"
55642,"罅隙","必痕","bit7-hun5","pit4-hun5"
55643,"罅隙","必紃","bit7-sun5","pit4-sun5"
55644,"罅隙","含酥","ham5-sau1","ham5-sau1"
55645,"罅隙","缺痕","kih7-hun5","khih4-hun5"
55646,"罅隙","裂紃","lih6-sun5","lih8-sun5"
55647,"翼核木","青皮貓","cenn1-pue5-niau1","chenn1-phue5-niau1"
55648,"聲名大噪","名聲做一下喊起來","mia5-siann1-zer3-zit6-e2-han4-ki4-lai5","mia5-siann1-co3-cit8-e7-han2-khi2-lai5"
55649,"聲名狼藉","名聲卡臭屎","mia5-siann1-kah7-cau3-sai4","mia5-siann1-khah4-chau3-sai2"
55650,"聲名狼藉","臭名滿京城","cau3-mia5-mua4-giann1-siann5","chau3-mia5-mua2-kiann1-siann5"
55651,"聲名狼藉","穢名穢聲","ue3-mia5-ue3-siann1","ue3-mia5-ue3-siann1"
55652,"聲名掃地","名聲掃落地","mia5-siann1-sau3-lerh6-de2","mia5-siann1-sau3-loh8-te7"
55653,"聲名掃地","名聲衝土","mia5-siann1-cing3-to5","mia5-siann1-ching3-thoo5"
55654,"聲名遠播","名聲透京城","mia5-siann1-tau3-giann1-siann5","mia5-siann1-thau3-kiann1-siann5"
55655,"聲名遠播","名聲透海","mia5-siann1-tau3-hai4","mia5-siann1-thau3-hai2"
55656,"聲名遠播","名聲敁","mia5-siann1-tau4","mia5-siann1-thau2"
55657,"聲名遠播","頂港有名聲","ding4-gang4-u2-mia5-siann1","ting2-kang2-u7-mia5-siann1"
55658,"聲名遠播","下港有出名","e2-gang4-u2-cut7-mia5","e7-kang2-u7-chut4-mia5"
55659,"聲名遠播","鼓佇內","go4-di2-lai2","koo2-ti7-lai7"
55660,"聲名遠播","聲佇外","siann1-di2-ghua2","siann1-ti7-gua7"
55661,"聲色俱厲","歹聲嗽","painn4-siann1-sau3","phainn2-siann1-sau3"
55662,"聲色場色","花錦地","hua1-ghim4-de2","hua1-gim2-te7"
55663,"聲明","聲明","sing1-bhing5","sing1-bing5"
55664,"聲音沙啞","酥聲","sau1-siann1","sau1-siann1"
55665,"聲音嘶啞","酥聲","sau1-siann1","sau1-siann1"
55666,"聲息","聲嗽","siann1-sau3","siann1-sau3"
55667,"聲息","聲說","siann1-sueh7","siann1-sueh4"
55668,"聲氣","聲嗽","siann1-sau3","siann1-sau3"
55669,"聲氣相通","泉空透水窟","zuann5-kang1-tau3-zui4-kut7","cuann5-khang1-thau3-cui2-khut4"
55670,"聲張","放聲","bang3-siann1","pang3-siann1"
55671,"聲望","人望","rin5-bhong2","jin5-bong7"
55672,"聲望","名望","bhing5-bhong2","bing5-bong7"
55673,"聲望","名聲","mia5-siann1","mia5-siann1"
55674,"聲望","聲望","siann1-bhong2","siann1-bong7"
55675,"聲淚俱下","一滴目屎一聲哀","zit6-dih7-bhak6-sai4-zit6-siann1-ai1","cit8-tih4-bak8-sai2-cit8-siann1-ai1"
55676,"聲援","鬥贊喙","dau3-zan2-cui3","tau3-can7-chui3"
55677,"聲援","聲援","siann1-uan5","siann1-uan5"
55678,"聲援","贊喙","zan3-cui3","can3-chui3"
55679,"聲援","贊喙喝聲","zan3-cui3-huah7-siann1","can3-chui3-huah4-siann1"
55680,"聲援","贊聲","zan2-siann1","can7-siann1"
55681,"聲勢","範聲","ban2-siann1","pan7-siann1"
55682,"聲勢","聲勢","siann1-se3","siann1-se3"
55683,"聲勢","聲頭","siann1-tau5","siann1-thau5"
55684,"聲響","動霆","dong2-dan5","tong7-tan5"
55685,"聲響","聲說","siann1-sueh7","siann1-sueh4"
55686,"聰明","巧","kiau4","khiau2"
55687,"聰明","光眼","gong1-ghan4","kong1-gan2"
55688,"聰明","精","zing1","cing1"
55689,"聰明","精工","zing1-gong1","cing1-kong1"
55690,"聰明","精神","zing1-sin5","cing1-sin5"
55691,"聰明","聰明","cong1-bhing5","chong1-bing5"
55692,"聰明","靈通","ling5-tong1","ling5-thong1"
55693,"聰明一世,-糊塗一時","巧巧人買一e5漏酒甕","kiau4-kiau4-lang5-bhe4-zit6-e5-lau2-ziu4-ang3","khiau2-khiau2-lang5-be2-cit8-e5-lau7-ciu2-ang3"
55694,"聰明一世,-糊塗一時","鏡鏡人買一e5漏酒甕","giann3-giann3-lang5-bhe4-zit6-e5-lau2-ziu4-ang3","kiann3-kiann3-lang5-be2-cit8-e5-lau7-ciu2-ang3"
55695,"聰明人","巧人","kiau4-lang5","khiau2-lang5"
55696,"聰明人","巧巧人","kiau4-kiau4-lang5","khiau2-khiau2-lang5"
55697,"聰明人做糊塗事","巧巧人買一e5漏酒甕","kiau4-kiau4-lang5-bhe4-zit6-e5-lau2-ziu4-ang3","khiau2-khiau2-lang5-be2-cit8-e5-lau7-ciu2-ang3"
55698,"聰明人做糊塗事","鏡鏡人買一e5漏酒甕","giann3-giann3-lang5-bhe4-zit6-e5-lau2-ziu4-ang3","kiann3-kiann3-lang5-be2-cit8-e5-lau7-ciu2-ang3"
55699,"聰明反被聰明誤","百巧百了","bah7-kiau4-bah7-liau4","pah4-khiau2-pah4-liau2"
55700,"聰明反被聰明誤","越精越巧越貧窮","uat6-zing1-uat6-kiau4-uat6-bin5-ging5","uat8-cing1-uat8-khiau2-uat8-pin5-king5"
55701,"聰明反被聰明誤","聰明自誤","cong1-bhing5-zu2-gho2","chong1-bing5-cu7-goo7"
55702,"聰明對聰明","水晶對玻璃","zui4-zinn1-dui3-ber1-le5","cui2-cinn1-tui3-po1-le5"
55703,"聰明靈巧","精霸霸","zing1-ba3-ba3","cing1-pa3-pa3"
55704,"聯合","聯合","len5-hap6","lian5-hap8"
55705,"聯合一致","會齊","hue2-ze5","hue7-ce5"
55706,"聳立","徛峙","kia2-cai2","khia7-chai7"
55707,"聳肩膀","沖肩","cing3-ging1","ching3-king1"
55708,"臃腫","泛浡","ham3-puh6","ham3-phuh8"
55709,"臃腫","臭笨","cau3-bun2","chau3-pun7"
55710,"臃腫","笨戕","bun2-ciang5","pun7-chiang5"
55711,"臃腫","顑淡","ham3-dam2","ham3-tam7"
55712,"臃腫","顑腫","ham3-zing4","ham3-cing2"
55713,"臂枕","手枕","ciu4-zim4","chiu2-cim2"
55714,"臀尖肉","後坐","au2-ze2","au7-ce7"
55715,"臀尖肉","後坐肉","au2-ze2-bhah7","au7-ce7-bah4"
55716,"臀部","腿頭","tui4-tau5","thui2-thau5"
55717,"臀部","尻川斗","ka1-cng1-dau4","kha1-chng1-tau2"
55718,"臀部","尻川頭","ka1-cng1-tau5","kha1-chng1-thau5"
55719,"臀部","尻川","ka1-cng1-pe4","kha1-chng1-phe2"
55720,"膿包","低路司","ge2-lo2-sai1","ke7-loo7-sai1"
55721,"膿包","草包仔","cau4-bau1-a4","chau2-pau1-a2"
55722,"膿包","落屎馬","lau3-sai4-bhe4","lau3-sai2-be2"
55723,"膿包","跤梢","ka1-sau1","kha1-sau1"
55724,"膿包","跤蛸","ka1-sau1","kha1-sau1"
55725,"膿包","魯肉跤","lo4-bhah7-ka1","loo2-bah4-kha1"
55726,"膿包","漚腳數","au3-gierh7-siau3","au3-kioh4-siau3"
55727,"膿包","粒仔","liap6-a4","liap8-a2"
55728,"膿汁","黃垂水","ng5-se2-zui4","ng5-se7-cui2"
55729,"膿汁","膿水","lang5-zui4","lang5-cui2"
55730,"膿汁","膿瘍","lang5-siunn5","lang5-siunn5"
55731,"膿血","粒仔血","liap6-a4-hueh7","liap8-a2-hueh4"
55732,"膿血","膿血","lang5-hueh7","lang5-hueh4"
55733,"膿脹","脹膿","diunn3-lang5","tiunn3-lang5"
55734,"膿腫","腫膿","zing4-lang5","cing2-lang5"
55735,"膽大","好膽","her4-dann4","ho2-tann2"
55736,"膽大包天","王爺馬也敢騎","ong5-ia5-bhe4-ia2-gann4-kia5","ong5-ia5-be2-ia7-kann2-khia5"
55737,"膽大包天","共天公借膽","gang2-tinn1-gong1-zierh7-dann4","kang7-thinn1-kong1-cioh4-tann2"
55738,"膽大包天","共虎借膽","ga2-ho4-zierh7-dann4","ka7-hoo2-cioh4-tann2"
55739,"膽大包天","共賊借膽","ga2-cat6-zierh7-dann4","ka7-chat8-cioh4-tann2"
55740,"膽大包天","敢死敢活","gann4-si4-gann4-uah6","kann2-si2-kann2-uah8"
55741,"膽大包天","膽大包天","dann4-dua2-bau1-tinn1","tann2-tua7-pau1-thinn1"
55742,"膽大包天","悾歁","kong1-kam4","khong1-kham2"
55743,"膽大妄為","悾歁","kong1-kam4","khong1-kham2"
55744,"膽大妄為","憨頭憨面","kam4-tau5-kam4-bhin2","kham2-thau5-kham2-bin7"
55745,"膽子","膽頭","dann4-tau5","tann2-thau5"
55746,"膽子壯","在膽","zai2-dann4","cai7-tann2"
55747,"膽子壯","好膽頭","her4-dann4-tau5","ho2-tann2-thau5"
55748,"膽子壯","膽在","dann4-zai2","tann2-cai7"
55749,"膽子壯","膽漢","dam4-han3","tam2-han3"
55750,"膽小","小膽","sier4-dann4","sio2-tann2"
55751,"膽小","怯膽","kiap7-dann4","khiap4-tann2"
55752,"膽小","無膽","bher5-dann4","bo5-tann2"
55753,"膽小","慄膽","lik7-dann4","lik4-tann2"
55754,"膽小如鼠","老鼠膽","niau4-cu4-dann4","niau2-chu2-tann2"
55755,"膽小如鼠","胡蠅膽","ho5-sin5-dann4","hoo5-sin5-tann2"
55756,"膽小如鼠","雀鳥仔膽","ciok7-ziau4-a4-dann4","chiok4-ciau2-a2-tann2"
55757,"膽小如鼠","鳥仔膽","ziau4-a4-dann4","ciau2-a2-tann2"
55758,"膽小如鼠","無一e5老鼠膽","bher5-zit6-e5-niau4-ci4-dann4","bo5-cit8-e5-niau2-chi2-tann2"
55759,"膽小如鼠","無一e5雀鳥仔膽","bher5-zit6-e5-cik7-ziau4-a4-dann4","bo5-cit8-e5-chik4-ciau2-a2-tann2"
55760,"膽小鬼","鳥仔膽","ziau4-a4-dann4","ciau2-a2-tann2"
55761,"膽小鬼","輕薄娘","kin1-berh6-niu5","khin1-poh8-niu5"
55762,"膽汁","膽汁","dann4-ziap7","tann2-ciap4"
55763,"膽石","膽碄","dam4-lim5","tam2-lim5"
55764,"膽固醇","血油","hueh7-iu5","hueh4-iu5"
55765,"膽固醇","膽固醇","dann4-go3-sun5","tann2-koo3-sun5"
55766,"膽怯","怯膽","kiap7-dann4","khiap4-tann2"
55767,"膽怯","慄膽","lik7-dann4","lik4-tann2"
55768,"膽怯","懍懍","lun4-lun4","lun2-lun2"
55769,"膽怯","懍膽","lun4-dann4","lun2-tann2"
55770,"膽怯","懍懾","lun4-neh7","lun2-neh4"
55771,"膽怯","膽膽","dam4-dam4","tam2-tam2"
55772,"膽怯","懾膽","liap7-dam4","liap4-tam2"
55773,"膽氣","膽頭","dann4-tau5","tann2-thau5"
55774,"膽瓶","鷺絲瓶","lo2-si1-ban5","loo7-si1-pan5"
55775,"膽略","膽略","dam4-liok6","tam2-liok8"
55776,"膽略","膽智","dam4-di3","tam2-ti3"
55777,"膽寒","膽寒","dam4-han5","tam2-han5"
55778,"膽寒","驚心","giann1-sim1","kiann1-sim1"
55779,"膽結石","膽淋","dam4-lim5","tam2-lim5"
55780,"膽量","膽力","dam4-lik6","tam2-lik8"
55781,"膽量","膽量","dam4-liong2","tam2-liong7"
55782,"膽量","膽頭","dann4-tau5","tann2-thau5"
55783,"膽戰心驚","提心吊膽","te5-sim1-diau3-dann4","the5-sim1-tiau3-tann2"
55784,"膽戰心驚","驚心吊膽","giann1-sim1-diau3-dann4","kiann1-sim1-tiau3-tann2"
55785,"膽戰心驚","驚身懍命","giann1-sin1-lun4-mia2","kiann1-sin1-lun2-mia7"
55786,"膽識","膽智","dam4-di3","tam2-ti3"
55787,"膽顫心驚","驚心吊膽","giann1-sim1-diau3-dann4","kiann1-sim1-tiau3-tann2"
55788,"膽顫心驚","驚身懍命","giann1-sin1-lun4-mia2","kiann1-sin1-lun2-mia7"
55789,"臉上貼金","家己呵","ga1-gi2-er1","ka1-ki7-o1"
55790,"臉上貼金","卡袂臭火嘮","kah7-bhe2-cau3-hue4-ler1","khah4-be7-chau3-hue2-lo1"
55791,"臉上貼金","家己呵","ga1-gi2-er1","ka1-ki7-o1"
55792,"臉上貼金","卡袂臭臊","kah7-bhe2-cau3-cer1","khah4-be7-chau3-cho1"
55793,"臉孔","面孔","bhin2-kang4","bin7-khang2"
55794,"臉皮","面皮","bhin2-pe5","bin7-phe5"
55795,"臉皮","面體皮","bhin2-te4-pue5","bin7-the2-phue5"
55796,"臉皮薄","畏羞人","ui3-siau4-lang5","ui3-siau2-lang5"
55797,"臉皮薄","畏羞禮","ui3-siau4-le4","ui3-siau2-le2"
55798,"臉色","面色","bhin2-sik7","bin7-sik4"
55799,"臉色","面昌","bhin2-ciunn1","bin7-chiunn1"
55800,"臉色","面腔","bhin2-kiunn1","bin7-khiunn1"
55801,"臉色","頭面","tau5-bhin2","thau5-bin7"
55802,"臉色大變","面慄色","bhin2-lik7-sik7","bin7-lik4-sik4"
55803,"臉色冷漠","凊頭凊面","cin3-tau5-cin3-bhin2","chin3-thau5-chin3-bin7"
55804,"臉色發青","面反青","bhin2-huan4-cinn1","bin7-huan2-chinn1"
55805,"臉色發青","面仔青恂恂","bhin2-a4-cenn1-sun4-sun4","bin7-a2-chenn1-sun2-sun2"
55806,"臉色發青","面仔烏慄慄","bhin2-a4-o1-lik7-lik7","bin7-a2-oo1-lik4-lik4"
55807,"臉色發青","面烏烏","bhin2-o1-o1","bin7-oo1-oo1"
55808,"臉色難看","歹面孔","painn4-bhin2-kang4","phainn2-bin7-khang2"
55809,"臉色難看","歹面腔","painn4-bhin2-kiunn1","phainn2-bin7-khiunn1"
55810,"臉冷冰冰","生頭凊面","cenn1-tau5-cin3-bhin2","chenn1-thau5-chin3-bin7"
55811,"臉形","面形","bhin2-hing5","bin7-hing5"
55812,"臉抹下來","面捋落來","bhin2-luah6-lerh6-lai5","bin7-luah8-loh8-lai5"
55813,"臉抹下來","搓烏面","ser1-o1-bhin2","so1-oo1-bin7"
55814,"臉盆","面桶","bhin2-tang4","bin7-thang2"
55815,"臉紅","面紅","bhin2-ang5","bin7-ang5"
55816,"臉紅脖子粗","紅頭赤髻","ang5-tau5-ciah7-ge3","ang5-thau5-chiah4-ke3"
55817,"臉紅脖子粗","頷頸仔筋大條","am2-gun4-a4-gin1-dua2-diau5","am7-kun2-a2-kin1-tua7-tiau5"
55818,"臉臭臭","生頭凊面","cenn1-tau5-cin3-bhin2","chenn1-thau5-chin3-bin7"
55819,"臉臭臭","面仔臭夯夯","bhin2-a4-cau3-ghia5-ghia5","bin7-a2-chau3-gia5-gia5"
55820,"臉臭臭","面仔荒荒","bhin2-a4-hng1-hng1","bin7-a2-hng1-hng1"
55821,"臉臭臭","面仔噤噤","bhin2-a4-hm2-hm2","bin7-a2-hm7-hm7"
55822,"臉臭臭","面注注","bhin2-du2-du2","bin7-tu7-tu7"
55823,"臉臭臭","面烏面臭","bhin2-o1-bhin2-cau3","bin7-oo1-bin7-chau3"
55824,"臉臭臭","面臭臭","bhin2-cau3-cau3","bin7-chau3-chau3"
55825,"臉臭臭","面漚面臭","bhin2-au3-bhin2-cau3","bin7-au3-bin7-chau3"
55826,"臉臭臭","面漚嘟嘟","bhin2-au3-du1-du1","bin7-au3-tu1-tu1"
55827,"臉臭臭","面漚漚","bhin2-au3-au3","bin7-au3-au3"
55828,"臉臭臭","烏頭腫面","o1-tau5-zing4-bhin2","oo1-thau5-cing2-bin7"
55829,"臉臭臭","漚嘟面","au3-du1-bhin2","au3-tu1-bin7"
55830,"臉蛋兒","面模","bhin2-bho5","bin7-boo5"
55831,"臉蛋兒","尪仔頭","ang1-a4-tau5","ang1-a2-thau5"
55832,"臉軟","心肝軟","sim1-guann1-nng4","sim1-kuann1-nng2"
55833,"臉軟","心軟","sim1-nng4","sim1-nng2"
55834,"臉軟","軟心","nng4-sim1","nng2-sim1"
55835,"臉綠了","面烏去","bhin2-o1-ki3","bin7-oo1-khi3"
55836,"臉頰","喙腮","cui3-sai1","chui3-sai1"
55837,"臉頰","喙","cui3-pue4","chui3-phue2"
55838,"臉縮成一團","一e5面若貓肫","zit6-e5-bhin2-na4-niau1-gen2","cit8-e5-bin7-na2-niau1-kian7"
55839,"臉龐","面匡","bhin2-king1","bin7-khing1"
55840,"臌症","蠱脹","go4-diong3","koo2-tiong3"
55841,"臨了","到尾仔","gau3-bhue4-a4","kau3-bue2-a2"
55842,"臨了","到落尾","gau3-lerh6-bhue4","kau3-loh8-bue2"
55843,"臨月","到月","gau3-ghueh6","kau3-gueh8"
55844,"臨月","順月","sun2-ghueh6","sun7-gueh8"
55845,"臨去秋波","欲死才放一e5屁","bheh7-si4-ziah7-bang3-zit6-e5-pui3","beh4-si2-ciah4-pang3-cit8-e5-phui3"
55846,"臨危","臨急","lim5-gip7","lim5-kip4"
55847,"臨沂街","臨沂街","lim5-ghi5-gue1","lim5-gi5-kue1"
55848,"臨事慌張","新親姆仔搦搦掣","sin1-cenn1-m4-a4-lak6-lak6-cuah7","sin1-chenn1-m2-a2-lak8-lak8-chuah4"
55849,"臨近","倚近","ua4-gin2","ua2-kin7"
55850,"臨近","逼倚","bik7-ua4","pik4-ua2"
55851,"臨盆","坐盆","ze2-pun5","ce7-phun5"
55852,"臨盆","坐草","ze2-cau4","ce7-chau2"
55853,"臨盆","到月","gau3-ghueh6","kau3-gueh8"
55854,"臨盆","臨盆","lim5-pun5","lim5-phun5"
55855,"臨盆","臨產","lim5-san4","lim5-san2"
55856,"臨風","株風","du1-hong1","tu1-hong1"
55857,"臨時","臨時","lim5-si5","lim5-si5"
55858,"臨時","臨當時","lim5-dong1-si5","lim5-tong1-si5"
55859,"臨時","臨邊時","lim5-binn1-si5","lim5-pinn1-si5"
55860,"臨時工","吊日仔工","diau3-rit6-a4-gang1","tiau3-jit8-a2-kang1"
55861,"臨時工","散工","suann3-gang1","suann3-kang1"
55862,"臨時工","碎工","cui3-gang1","chui3-kang1"
55863,"臨時工","臨時工仔","lim5-si5-gang1-a4","lim5-si5-kang1-a2"
55864,"臨時之間","臨時臨要","lim5-si5-lim5-iau2","lim5-si5-lim5-iau7"
55865,"臨時之間","臨時臨陣","lim5-si5-lim5-zun2","lim5-si5-lim5-cun7"
55866,"臨時之間","臨當時","liam5-dong1-si5","liam5-tong1-si5"
55867,"臨時抱佛腳","上轎才欲縛跤","ziunn2-gier2-ziah7-bheh7-bak6-ka1","ciunn7-kio7-ciah4-beh4-pak8-kha1"
55868,"臨陣脫逃","未扑先走","bhue2-pah7-sing1-zau4","bue7-phah4-sing1-cau2"
55869,"臨渴掘井","上轎才欲縛跤","ziunn2-gier2-ziah7-bheh7-bak6-ka1","ciunn7-kio7-ciah4-beh4-pak8-kha1"
55870,"臨渴掘井","屎塞到尻川才欲放","sai4-tat7-gau3-ka1-cng1-ziah7-bheh7-bang3","sai2-that4-kau3-kha1-chng1-ciah4-beh4-pang3"
55871,"臨渴掘井","屎緊才開礐","sai4-gin4-ziah7-kui1-hak6","sai2-kin2-ciah4-khui1-hak8"
55872,"臨機應變","到彼e5時","gau3-hit7-e5-si5","kau3-hit4-e5-si5"
55873,"臨機應變","舉彼e5旗","ghiah6-hit7-e5-gi5","giah8-hit4-e5-ki5"
55874,"臨機應變","時到時當","si5-gau3-si5-dng1","si5-kau3-si5-tng1"
